hsa-let-7e,AHR,ENSG00000106546
hsa-let-7g,AHR,ENSG00000106546
hsa-let-7i,AHR,ENSG00000106546
hsa-let-7b,AK3,ENSG00000147853
hsa-let-7c,AK3,ENSG00000147853
hsa-let-7d,AK3,ENSG00000147853
hsa-let-7e,AK3,ENSG00000147853
hsa-let-7g,AK3,ENSG00000147853
hsa-let-7i,AK3,ENSG00000147853
hsa-let-7b,AKAP5,ENSG00000179841
hsa-let-7c,AKAP5,ENSG00000179841
hsa-let-7d,AKAP5,ENSG00000179841
hsa-let-7e,AKAP5,ENSG00000179841
hsa-let-7g,AKAP5,ENSG00000179841
hsa-let-7i,AKAP5,ENSG00000179841
hsa-let-7b,ALG2,ENSG00000119523
hsa-let-7c,ALG2,ENSG00000119523
hsa-let-7d,ALG2,ENSG00000119523
hsa-let-7e,ALG2,ENSG00000119523
hsa-let-7g,ALG2,ENSG00000119523
hsa-let-7i,ALG2,ENSG00000119523
hsa-let-7b,ANAPC13,ENSG00000129055
hsa-let-7c,ANAPC13,ENSG00000129055
hsa-let-7d,ANAPC13,ENSG00000129055
hsa-let-7e,ANAPC13,ENSG00000129055
hsa-let-7g,ANAPC13,ENSG00000129055
hsa-let-7i,ANAPC13,ENSG00000129055
hsa-let-7b,ANKRD12,ENSG00000101745
hsa-let-7c,ANKRD12,ENSG00000101745
hsa-let-7d,ANKRD12,ENSG00000101745
hsa-let-7e,ANKRD12,ENSG00000101745
hsa-let-7g,ANKRD12,ENSG00000101745
hsa-let-7i,ANKRD12,ENSG00000101745
hsa-let-7b,ANKRD28,ENSG00000206560
hsa-let-7c,ANKRD28,ENSG00000206560
hsa-let-7d,ANKRD28,ENSG00000206560
hsa-let-7e,ANKRD28,ENSG00000206560
hsa-let-7g,ANKRD28,ENSG00000206560
hsa-let-7i,ANKRD28,ENSG00000206560
hsa-let-7b,ANKRD39,ENSG00000213337
hsa-let-7c,ANKRD39,ENSG00000213337
hsa-let-7d,ANKRD39,ENSG00000213337
hsa-let-7e,ANKRD39,ENSG00000213337
hsa-let-7g,ANKRD39,ENSG00000213337
hsa-let-7i,ANKRD39,ENSG00000213337
hsa-let-7b,ANKRD46,ENSG00000186106
hsa-let-7c,ANKRD46,ENSG00000186106
hsa-let-7d,ANKRD46,ENSG00000186106
hsa-let-7e,ANKRD46,ENSG00000186106
hsa-let-7g,ANKRD46,ENSG00000186106
hsa-let-7i,ANKRD46,ENSG00000186106
hsa-let-7b,ANKRD49,ENSG00000168876
hsa-let-7c,ANKRD49,ENSG00000168876
hsa-let-7d,ANKRD49,ENSG00000168876
hsa-let-7e,ANKRD49,ENSG00000168876
hsa-let-7g,ANKRD49,ENSG00000168876
hsa-let-7i,ANKRD49,ENSG00000168876
hsa-let-7b,ANKRD52,ENSG00000139645
hsa-let-7c,ANKRD52,ENSG00000139645
hsa-let-7d,ANKRD52,ENSG00000139645
hsa-let-7e,ANKRD52,ENSG00000139645
hsa-let-7g,ANKRD52,ENSG00000139645
hsa-let-7i,ANKRD52,ENSG00000139645
hsa-let-7b,ANP32E,ENSG00000143401
hsa-let-7c,ANP32E,ENSG00000143401
hsa-let-7d,ANP32E,ENSG00000143401
hsa-let-7e,ANP32E,ENSG00000143401
hsa-let-7g,ANP32E,ENSG00000143401
hsa-let-7i,ANP32E,ENSG00000143401
hsa-let-7b,AP3M1,ENSG00000185009
hsa-let-7c,AP3M1,ENSG00000185009
hsa-let-7d,AP3M1,ENSG00000185009
hsa-let-7e,AP3M1,ENSG00000185009
hsa-let-7g,AP3M1,ENSG00000185009
hsa-let-7i,AP3M1,ENSG00000185009
hsa-let-7b,APBB2,ENSG00000163697
hsa-let-7c,APBB2,ENSG00000163697
hsa-let-7d,APBB2,ENSG00000163697
hsa-let-7e,APBB2,ENSG00000163697
hsa-let-7g,APBB2,ENSG00000163697
hsa-let-7i,APBB2,ENSG00000163697
hsa-let-7b,APH1A,ENSG00000117362
hsa-let-7c,APH1A,ENSG00000117362
hsa-let-7d,APH1A,ENSG00000117362
hsa-let-7e,APH1A,ENSG00000117362
hsa-let-7g,APH1A,ENSG00000117362
hsa-let-7i,APH1A,ENSG00000117362
hsa-let-7b,APOOL,ENSG00000155008
hsa-let-7c,APOOL,ENSG00000155008
hsa-let-7d,APOOL,ENSG00000155008
hsa-let-7e,APOOL,ENSG00000155008
hsa-let-7g,APOOL,ENSG00000155008
hsa-let-7i,APOOL,ENSG00000155008
hsa-let-7b,APPBP2,ENSG00000062725
hsa-let-7c,APPBP2,ENSG00000062725
hsa-let-7d,APPBP2,ENSG00000062725
hsa-let-7e,APPBP2,ENSG00000062725
hsa-let-7g,APPBP2,ENSG00000062725
hsa-let-7i,APPBP2,ENSG00000062725
hsa-let-7b,AQP6,ENSG00000086159
hsa-let-7c,AQP6,ENSG00000086159
hsa-let-7d,AQP6,ENSG00000086159
hsa-let-7e,AQP6,ENSG00000086159
hsa-let-7g,AQP6,ENSG00000086159
hsa-let-7i,AQP6,ENSG00000086159
hsa-let-7b,ARHGAP8,ENSG00000241484
hsa-let-7c,ARHGAP8,ENSG00000241484
hsa-let-7d,ARHGAP8,ENSG00000241484
hsa-let-7e,ARHGAP8,ENSG00000241484
hsa-let-7g,ARHGAP8,ENSG00000241484
hsa-let-7i,ARHGAP8,ENSG00000241484
hsa-let-7b,ARID3A,ENSG00000116017
hsa-let-7c,ARID3A,ENSG00000116017
hsa-let-7d,ARID3A,ENSG00000116017
hsa-let-7e,ARID3A,ENSG00000116017
hsa-let-7g,ARID3A,ENSG00000116017
hsa-let-7i,ARID3A,ENSG00000116017
hsa-let-7b,ARID3B,ENSG00000179361
hsa-let-7c,ARID3B,ENSG00000179361
hsa-let-7d,ARID3B,ENSG00000179361
hsa-let-7e,ARID3B,ENSG00000179361
hsa-let-7g,ARID3B,ENSG00000179361
hsa-let-7i,ARID3B,ENSG00000179361
hsa-let-7b,ARL4D,ENSG00000175906
hsa-let-7c,ARL4D,ENSG00000175906
hsa-let-7d,ARL4D,ENSG00000175906
hsa-let-7e,ARL4D,ENSG00000175906
hsa-let-7g,ARL4D,ENSG00000175906
hsa-let-7i,ARL4D,ENSG00000175906
hsa-let-7b,ARL5A,ENSG00000162980
hsa-let-7c,ARL5A,ENSG00000162980
hsa-let-7d,ARL5A,ENSG00000162980
hsa-let-7e,ARL5A,ENSG00000162980
hsa-let-7g,ARL5A,ENSG00000162980
hsa-let-7i,ARL5A,ENSG00000162980
hsa-let-7b,ARL6IP6,ENSG00000177917
hsa-let-7c,ARL6IP6,ENSG00000177917
hsa-let-7d,ARL6IP6,ENSG00000177917
hsa-let-7e,ARL6IP6,ENSG00000177917
hsa-let-7g,ARL6IP6,ENSG00000177917
hsa-let-7i,ARL6IP6,ENSG00000177917
hsa-let-7b,ARPP19,ENSG00000128989
hsa-let-7c,ARPP19,ENSG00000128989
hsa-let-7d,ARPP19,ENSG00000128989
hsa-let-7e,ARPP19,ENSG00000128989
hsa-let-7g,ARPP19,ENSG00000128989
hsa-let-7i,ARPP19,ENSG00000128989
hsa-let-7b,ARRB1,ENSG00000137486
hsa-let-7c,ARRB1,ENSG00000137486
hsa-let-7d,ARRB1,ENSG00000137486
hsa-let-7e,ARRB1,ENSG00000137486
hsa-let-7g,ARRB1,ENSG00000137486
hsa-let-7i,ARRB1,ENSG00000137486
hsa-let-7b,ARRDC4,ENSG00000140450
hsa-let-7c,ARRDC4,ENSG00000140450
hsa-let-7d,ARRDC4,ENSG00000140450
hsa-let-7e,ARRDC4,ENSG00000140450
hsa-let-7g,ARRDC4,ENSG00000140450
hsa-let-7i,ARRDC4,ENSG00000140450
hsa-let-7b,ASAP1,ENSG00000153317
hsa-let-7c,ASAP1,ENSG00000153317
hsa-let-7d,ASAP1,ENSG00000153317
hsa-let-7e,ASAP1,ENSG00000153317
hsa-let-7g,ASAP1,ENSG00000153317
hsa-let-7i,ASAP1,ENSG00000153317
hsa-let-7b,ASB4,ENSG00000005981
hsa-let-7c,ASB4,ENSG00000005981
hsa-let-7d,ASB4,ENSG00000005981
hsa-let-7e,ASB4,ENSG00000005981
hsa-let-7g,ASB4,ENSG00000005981
hsa-let-7i,ASB4,ENSG00000005981
hsa-let-7b,ATG10,ENSG00000152348
hsa-let-7c,ATG10,ENSG00000152348
hsa-let-7d,ATG10,ENSG00000152348
hsa-let-7e,ATG10,ENSG00000152348
hsa-let-7g,ATG10,ENSG00000152348
hsa-let-7i,ATG10,ENSG00000152348
hsa-let-7b,ATG12,ENSG00000145782
hsa-let-7c,ATG12,ENSG00000145782
hsa-let-7d,ATG12,ENSG00000145782
hsa-let-7e,ATG12,ENSG00000145782
hsa-let-7g,ATG12,ENSG00000145782
hsa-let-7i,ATG12,ENSG00000145782
hsa-let-7b,ATG16L1,ENSG00000085978;ENSG00000281089
hsa-let-7c,ATG16L1,ENSG00000085978;ENSG00000281089
hsa-let-7d,ATG16L1,ENSG00000085978;ENSG00000281089
hsa-let-7e,ATG16L1,ENSG00000085978;ENSG00000281089
hsa-let-7g,ATG16L1,ENSG00000085978;ENSG00000281089
hsa-let-7i,ATG16L1,ENSG00000085978;ENSG00000281089
hsa-let-7b,ATG9A,ENSG00000198925
hsa-let-7c,ATG9A,ENSG00000198925
hsa-let-7d,ATG9A,ENSG00000198925
hsa-let-7e,ATG9A,ENSG00000198925
hsa-let-7g,ATG9A,ENSG00000198925
hsa-let-7i,ATG9A,ENSG00000198925
hsa-let-7b,ATP2A2,ENSG00000174437
hsa-let-7c,ATP2A2,ENSG00000174437
hsa-let-7d,ATP2A2,ENSG00000174437
hsa-let-7e,ATP2A2,ENSG00000174437
hsa-let-7g,ATP2A2,ENSG00000174437
hsa-let-7i,ATP2A2,ENSG00000174437
hsa-let-7b,ATP2B4,ENSG00000058668
hsa-let-7c,ATP2B4,ENSG00000058668
hsa-let-7d,ATP2B4,ENSG00000058668
hsa-let-7e,ATP2B4,ENSG00000058668
hsa-let-7g,ATP2B4,ENSG00000058668
hsa-let-7i,ATP2B4,ENSG00000058668
hsa-let-7b,ATP6V1F,ENSG00000128524
hsa-let-7c,ATP6V1F,ENSG00000128524
hsa-let-7d,ATP6V1F,ENSG00000128524
hsa-let-7e,ATP6V1F,ENSG00000128524
hsa-let-7g,ATP6V1F,ENSG00000128524
hsa-let-7i,ATP6V1F,ENSG00000128524
hsa-let-7b,ATP6V1G1,ENSG00000136888
hsa-let-7c,ATP6V1G1,ENSG00000136888
hsa-let-7d,ATP6V1G1,ENSG00000136888
hsa-let-7e,ATP6V1G1,ENSG00000136888
hsa-let-7g,ATP6V1G1,ENSG00000136888
hsa-let-7i,ATP6V1G1,ENSG00000136888
hsa-let-7b,ATP7B,ENSG00000123191
hsa-let-7c,ATP7B,ENSG00000123191
hsa-let-7d,ATP7B,ENSG00000123191
hsa-let-7e,ATP7B,ENSG00000123191
hsa-let-7g,ATP7B,ENSG00000123191
hsa-let-7i,ATP7B,ENSG00000123191
hsa-let-7b,ATPAF1,ENSG00000123472
hsa-let-7c,ATPAF1,ENSG00000123472
hsa-let-7d,ATPAF1,ENSG00000123472
hsa-let-7e,ATPAF1,ENSG00000123472
hsa-let-7g,ATPAF1,ENSG00000123472
hsa-let-7i,ATPAF1,ENSG00000123472
hsa-let-7b,ATXN1L,ENSG00000224470
hsa-let-7c,ATXN1L,ENSG00000224470
hsa-let-7d,ATXN1L,ENSG00000224470
hsa-let-7e,ATXN1L,ENSG00000224470
hsa-let-7g,ATXN1L,ENSG00000224470
hsa-let-7i,ATXN1L,ENSG00000224470
hsa-let-7b,ATXN7L3,ENSG00000087152
hsa-let-7c,ATXN7L3,ENSG00000087152
hsa-let-7d,ATXN7L3,ENSG00000087152
hsa-let-7e,ATXN7L3,ENSG00000087152
hsa-let-7g,ATXN7L3,ENSG00000087152
hsa-let-7i,ATXN7L3,ENSG00000087152
hsa-let-7b,ATXN7L3B,ENSG00000253719
hsa-let-7c,ATXN7L3B,ENSG00000253719
hsa-let-7d,ATXN7L3B,ENSG00000253719
hsa-let-7e,ATXN7L3B,ENSG00000253719
hsa-let-7g,ATXN7L3B,ENSG00000253719
hsa-let-7i,ATXN7L3B,ENSG00000253719
hsa-let-7b,AURKA,ENSG00000087586
hsa-let-7c,AURKA,ENSG00000087586
hsa-let-7d,AURKA,ENSG00000087586
hsa-let-7e,AURKA,ENSG00000087586
hsa-let-7g,AURKA,ENSG00000087586
hsa-let-7i,AURKA,ENSG00000087586
hsa-let-7b,AURKB,ENSG00000178999
hsa-let-7c,AURKB,ENSG00000178999
hsa-let-7d,AURKB,ENSG00000178999
hsa-let-7e,AURKB,ENSG00000178999
hsa-let-7g,AURKB,ENSG00000178999
hsa-let-7i,AURKB,ENSG00000178999
hsa-let-7b,B3GAT3,ENSG00000149541
hsa-let-7c,B3GAT3,ENSG00000149541
hsa-let-7d,B3GAT3,ENSG00000149541
hsa-let-7e,B3GAT3,ENSG00000149541
hsa-let-7g,B3GAT3,ENSG00000149541
hsa-let-7i,B3GAT3,ENSG00000149541
hsa-let-7b,BACH1,ENSG00000156273
hsa-let-7c,BACH1,ENSG00000156273
hsa-let-7d,BACH1,ENSG00000156273
hsa-let-7e,BACH1,ENSG00000156273
hsa-let-7g,BACH1,ENSG00000156273
hsa-let-7i,BACH1,ENSG00000156273
hsa-let-7b,BAG1,ENSG00000107262
hsa-let-7c,BAG1,ENSG00000107262
hsa-let-7d,BAG1,ENSG00000107262
hsa-let-7e,BAG1,ENSG00000107262
hsa-let-7g,BAG1,ENSG00000107262
hsa-let-7i,BAG1,ENSG00000107262
hsa-let-7b,BAHD1,ENSG00000140320
hsa-let-7c,BAHD1,ENSG00000140320
hsa-let-7d,BAHD1,ENSG00000140320
hsa-let-7e,BAHD1,ENSG00000140320
hsa-let-7g,BAHD1,ENSG00000140320
hsa-let-7i,BAHD1,ENSG00000140320
hsa-let-7b,BBX,ENSG00000114439
hsa-let-7c,BBX,ENSG00000114439
hsa-let-7d,BBX,ENSG00000114439
hsa-let-7e,BBX,ENSG00000114439
hsa-let-7g,BBX,ENSG00000114439
hsa-let-7i,BBX,ENSG00000114439
hsa-let-7b,BCAM,ENSG00000187244
hsa-let-7c,BCAM,ENSG00000187244
hsa-let-7d,BCAM,ENSG00000187244
hsa-let-7e,BCAM,ENSG00000187244
hsa-let-7g,BCAM,ENSG00000187244
hsa-let-7i,BCAM,ENSG00000187244
hsa-let-7b,BCAP29,ENSG00000075790;ENSG00000283852
hsa-let-7c,BCAP29,ENSG00000075790;ENSG00000283852
hsa-let-7d,BCAP29,ENSG00000075790;ENSG00000283852
hsa-let-7e,BCAP29,ENSG00000075790;ENSG00000283852
hsa-let-7g,BCAP29,ENSG00000075790;ENSG00000283852
hsa-let-7i,BCAP29,ENSG00000075790;ENSG00000283852
hsa-let-7b,BCL2L2,ENSG00000129473
hsa-let-7c,BCL2L2,ENSG00000129473
hsa-let-7d,BCL2L2,ENSG00000129473
hsa-let-7e,BCL2L2,ENSG00000129473
hsa-let-7g,BCL2L2,ENSG00000129473
hsa-let-7i,BCL2L2,ENSG00000129473
hsa-let-7b,BCL7B,ENSG00000106635
hsa-let-7c,BCL7B,ENSG00000106635
hsa-let-7d,BCL7B,ENSG00000106635
hsa-let-7e,BCL7B,ENSG00000106635
hsa-let-7g,BCL7B,ENSG00000106635
hsa-let-7i,BCL7B,ENSG00000106635
hsa-let-7b,BEGAIN,ENSG00000183092
hsa-let-7c,BEGAIN,ENSG00000183092
hsa-let-7d,BEGAIN,ENSG00000183092
hsa-let-7e,BEGAIN,ENSG00000183092
hsa-let-7g,BEGAIN,ENSG00000183092
hsa-let-7i,BEGAIN,ENSG00000183092
hsa-let-7b,BIN3,ENSG00000147439
hsa-let-7c,BIN3,ENSG00000147439
hsa-let-7d,BIN3,ENSG00000147439
hsa-let-7e,BIN3,ENSG00000147439
hsa-let-7g,BIN3,ENSG00000147439
hsa-let-7i,BIN3,ENSG00000147439
hsa-let-7b,BLOC1S1,ENSG00000135441
hsa-let-7c,BLOC1S1,ENSG00000135441
hsa-let-7d,BLOC1S1,ENSG00000135441
hsa-let-7e,BLOC1S1,ENSG00000135441
hsa-let-7g,BLOC1S1,ENSG00000135441
hsa-let-7i,BLOC1S1,ENSG00000135441
hsa-let-7b,BMP2,ENSG00000125845
hsa-let-7c,BMP2,ENSG00000125845
hsa-let-7d,BMP2,ENSG00000125845
hsa-let-7e,BMP2,ENSG00000125845
hsa-let-7g,BMP2,ENSG00000125845
hsa-let-7i,BMP2,ENSG00000125845
hsa-let-7b,BMPR1A,ENSG00000107779
hsa-let-7c,BMPR1A,ENSG00000107779
hsa-let-7d,BMPR1A,ENSG00000107779
hsa-let-7e,BMPR1A,ENSG00000107779
hsa-let-7g,BMPR1A,ENSG00000107779
hsa-let-7i,BMPR1A,ENSG00000107779
hsa-let-7b,BRCA2,ENSG00000139618
hsa-let-7c,BRCA2,ENSG00000139618
hsa-let-7d,BRCA2,ENSG00000139618
hsa-let-7e,BRCA2,ENSG00000139618
hsa-let-7g,BRCA2,ENSG00000139618
hsa-let-7i,BRCA2,ENSG00000139618
hsa-let-7b,BRD3,ENSG00000169925
hsa-let-7c,BRD3,ENSG00000169925
hsa-let-7d,BRD3,ENSG00000169925
hsa-let-7e,BRD3,ENSG00000169925
hsa-let-7g,BRD3,ENSG00000169925
hsa-let-7i,BRD3,ENSG00000169925
hsa-let-7b,BRIP1,ENSG00000136492
hsa-let-7c,BRIP1,ENSG00000136492
hsa-let-7d,BRIP1,ENSG00000136492
hsa-let-7e,BRIP1,ENSG00000136492
hsa-let-7g,BRIP1,ENSG00000136492
hsa-let-7i,BRIP1,ENSG00000136492
hsa-let-7b,BRWD3,ENSG00000165288
hsa-let-7c,BRWD3,ENSG00000165288
hsa-let-7d,BRWD3,ENSG00000165288
hsa-let-7e,BRWD3,ENSG00000165288
hsa-let-7g,BRWD3,ENSG00000165288
hsa-let-7i,BRWD3,ENSG00000165288
hsa-let-7b,BTBD3,ENSG00000132640
hsa-let-7c,BTBD3,ENSG00000132640
hsa-let-7d,BTBD3,ENSG00000132640
hsa-let-7e,BTBD3,ENSG00000132640
hsa-let-7g,BTBD3,ENSG00000132640
hsa-let-7i,BTBD3,ENSG00000132640
hsa-let-7b,BTF3L4,ENSG00000134717
hsa-let-7c,BTF3L4,ENSG00000134717
hsa-let-7d,BTF3L4,ENSG00000134717
hsa-let-7e,BTF3L4,ENSG00000134717
hsa-let-7g,BTF3L4,ENSG00000134717
hsa-let-7i,BTF3L4,ENSG00000134717
hsa-let-7b,BZW1,ENSG00000082153
hsa-let-7c,BZW1,ENSG00000082153
hsa-let-7d,BZW1,ENSG00000082153
hsa-let-7e,BZW1,ENSG00000082153
hsa-let-7g,BZW1,ENSG00000082153
hsa-let-7i,BZW1,ENSG00000082153
hsa-let-7b,BZW2,ENSG00000136261
hsa-let-7c,BZW2,ENSG00000136261
hsa-let-7d,BZW2,ENSG00000136261
hsa-let-7e,BZW2,ENSG00000136261
hsa-let-7g,BZW2,ENSG00000136261
hsa-let-7i,BZW2,ENSG00000136261
hsa-let-7b,C14orf28,ENSG00000179476
hsa-let-7c,C14orf28,ENSG00000179476
hsa-let-7d,C14orf28,ENSG00000179476
hsa-let-7e,C14orf28,ENSG00000179476
hsa-let-7g,C14orf28,ENSG00000179476
hsa-let-7i,C14orf28,ENSG00000179476
hsa-let-7b,C15orf39,ENSG00000167173
hsa-let-7c,C15orf39,ENSG00000167173
hsa-let-7d,C15orf39,ENSG00000167173
hsa-let-7e,C15orf39,ENSG00000167173
hsa-let-7g,C15orf39,ENSG00000167173
hsa-let-7i,C15orf39,ENSG00000167173
hsa-let-7b,C18orf21,ENSG00000141428
hsa-let-7c,C18orf21,ENSG00000141428
hsa-let-7d,C18orf21,ENSG00000141428
hsa-let-7e,C18orf21,ENSG00000141428
hsa-let-7g,C18orf21,ENSG00000141428
hsa-let-7i,C18orf21,ENSG00000141428
hsa-let-7b,C19orf54,ENSG00000188493
hsa-let-7c,C19orf54,ENSG00000188493
hsa-let-7d,C19orf54,ENSG00000188493
hsa-let-7e,C19orf54,ENSG00000188493
hsa-let-7g,C19orf54,ENSG00000188493
hsa-let-7i,C19orf54,ENSG00000188493
hsa-let-7b,C1GALT1,ENSG00000106392
hsa-let-7c,C1GALT1,ENSG00000106392
hsa-let-7d,C1GALT1,ENSG00000106392
hsa-let-7e,C1GALT1,ENSG00000106392
hsa-let-7g,C1GALT1,ENSG00000106392
hsa-let-7i,C1GALT1,ENSG00000106392
hsa-let-7b,C1orf226,ENSG00000239887
hsa-let-7c,C1orf226,ENSG00000239887
hsa-let-7d,C1orf226,ENSG00000239887
hsa-let-7e,C1orf226,ENSG00000239887
hsa-let-7g,C1orf226,ENSG00000239887
hsa-let-7i,C1orf226,ENSG00000239887
